descripcion_proveedor,descripcion_match,similitud
lisovyr cpsulas  20,dresan comprimidos  20,0.93830633
lisovyr cpsulas  20,cvpforte comprimidos  20,0.9381881
lisovyr unguento  10 gramos,doxtran gesic comprimidos recubierto  10,0.9357892
lisovyr unguento  10 gramos,doxtran flex comprimidos recubierto  10,0.9343893
lisovyr unguento  10 gramos,cvpflebo capsulas  10,0.9255823
lisovyr 800 comprimidos recubiertos  20,acotral 10 miligramos comprimidos  20,0.8665103
lisovyr 800 comprimidos recubiertos  20,palite  100 miligramos comprimidos  20,0.8663407
lisovyr 800 comprimidos recubiertos  20,doxtran gesic comprimidos recubierto  20,0.86627394
lisovyr 800 comprimidos recubiertos  40,pulsar enzimatico comprimidos  40,0.8592525
lisovyr 800 comprimidos recubiertos  40,pulsar forte comprimidos  40,0.857428
lisovyr 800 comprimidos recubiertos  40,normatensil as 250 miligramos comprimidos recubierto  40,0.8566225
lisovyr 400 miligramos comprimidos recubiertos  20,ibuprofeni  400 miligramos comprimidos  20,0.94342387
lisovyr 400 miligramos comprimidos recubiertos  20,teosona 400 miligramos 24 hs comprimidos  20,0.8953502
lisovyr 400 miligramos comprimidos recubiertos  20,mefeni  20 miligramos comprimidos recubierto  20,0.88152444
lisovyr cort crema pomo  5 grs,clare  compuesto solucion oftalmica  5 mililitros,0.85719764
lisovyr cort crema pomo  5 grs,rabloc 5 miligramos comprimidos  30,0.81825715
lisovyr cort crema pomo  5 grs,palite  400 miligramos comprimidos  5,0.8145894
lisovyr crema pomo  5 grs,clare  compuesto solucion oftalmica  5 mililitros,0.85368
lisovyr crema pomo  5 grs,rabloc 5 miligramos comprimidos  30,0.82057565
lisovyr crema pomo  5 grs,palite  400 miligramos comprimidos  5,0.81799275
lisovyr suspension frasco  120 mililitros,mucome  jarabe  120 mililitros,0.96298
lisovyr suspension frasco  120 mililitros,causalon ibu susporal  120 mililitros,0.9509859
lisovyr suspension frasco  120 mililitros,causalon bronquial susp  120 mililitros,0.9460483
lonikan comprimidos  50,cvpflebo capsulas  50,0.9498775
lonikan comprimidos  50,inteligen ginseng fuerte comprimidos recubierto  50,0.94671917
lonikan comprimidos  50,plenovit ginseng capsulas  50,0.93291473
lopred susp oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.91233253
lopred susp oft  5 mililitros,dafe  5 miligramos compdispers  30,0.849935
lopred susp oft  5 mililitros,misile 750 miligramos comprimidos recubierto  5,0.8370178
lopred biotic susp oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.9159697
lopred biotic susp oft  5 mililitros,dafe  5 miligramos compdispers  30,0.8521352
lopred biotic susp oft  5 mililitros,rabloc 5 miligramos comprimidos  30,0.8414494
loreme  descongestivo comprimidos  5,clare  compuesto solucion oftalmica  5 mililitros,0.9287554
loreme  descongestivo comprimidos  5,misile 750 miligramos comprimidos recubierto  5,0.8561221
loreme  descongestivo comprimidos  5,mosar 5 miligramos comprimidos recubierto  40,0.85460347
lumiere vial 02 mililitros  5 miligramos,emivo  8 miligramos a  5,0.8440434
lumiere vial 02 mililitros  5 miligramos,dafe  5 miligramos compdispers  30,0.83446723
lumiere vial 02 mililitros  5 miligramos,teosona 200 miligramos a  5  10 mililitros,0.833609
mileva 35 comprimidos recubiertos  21,aguja espinal puncion lumbar 21 gramos  312 phoeni  um unidad,0.8118397
mileva 35 comprimidos recubiertos  21,aguja espinal punta lapiz 21 gramos 3 12 unidad  um unidad,0.8067183
mileva 35 comprimidos recubiertos  21,kalter 40 miligramos comprimidos recubierto  30,0.7816648
minicam comprimidos  10,cvpforte comprimidos  10,0.9682225
minicam comprimidos  10,cvpflebo capsulas  10,0.94653857
minicam comprimidos  10,causalon grip comprimidos  10,0.9412335
miranda comprimidos  28 24  4,loreme  antigripal comprimidos  24,0.81163514
miranda comprimidos  28 24  4,rudoxil 25 miligramos comprimidos  28,0.80864525
miranda comprimidos  28 24  4,rudoxil crema 80 miligramos capsulas  28,0.8070279
mosar 5 miligramos comprimidos rec  30,rabloc 5 miligramos comprimidos  30,0.965734
mosar 5 miligramos comprimidos rec  30,dafe  5 miligramos compdispers  30,0.96225214
mosar 5 miligramos comprimidos rec  30,nefagrel 5 miligramos comprimidos  30,0.9310622
mosar 5 miligramos comprimidos rec  60,mosar 5 miligramos comprimidos recubierto  4,0.8844044
mosar 5 miligramos comprimidos rec  60,mosar 5 miligramos comprimidos recubierto  40,0.8837768
mosar 5 miligramos comprimidos rec  60,mosar 25 miligramos comprimidos recubierto  60,0.88173145
mylanta ii comprimidos  30,flebitol comprimidos  30,0.9714097
mylanta ii comprimidos  30,plenovit melatonina comprimidos  30,0.9667558
mylanta ii comprimidos  30,teosona solucion comprimidos  30,0.9642972
mylanta ii comprimidos  60,mosar enzimatico comprimidos  60,0.96027315
mylanta ii comprimidos  60,plenovit magnesioe comprimidos  60,0.94417226
mylanta ii comprimidos  60,plenovit magnesioc comprimidos  60,0.9436469
mylanta ii lquido frasco por 160 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.77555746
mylanta ii lquido frasco por 160 mililitros,ciclete  160 microgramo inhaldosis  60,0.7721183
mylanta ii lquido frasco por 160 mililitros,arixtra 75 miligramos 06 mililitros jeringa prellenada  5,0.7663524
mylanta ii lquido frasco por 360 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.77496725
mylanta ii lquido frasco por 360 mililitros,arixtra 75 miligramos 06 mililitros jeringa prellenada  5,0.7663942
mylanta ii lquido frasco por 360 mililitros,arixtra 25 miligramos 05 mililitros jeringa prellenada  5,0.7656488
mylanta ii frutal lquido frasco por 160 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.78085846
mylanta ii frutal lquido frasco por 160 mililitros,causalon pro 200 200 miligramos comprimidos recubierto  10,0.76689446
mylanta ii frutal lquido frasco por 160 mililitros,causalon pro 500 500 miligramos comprimidos recubierto  10,0.76677394
mylanta simple lquido frasco por 160 mililitros,ciclete  160 microgramo inhaldosis  60,0.78841615
mylanta simple lquido frasco por 160 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.7733665
mylanta simple lquido frasco por 160 mililitros,arixtra 75 miligramos 06 mililitros jeringa prellenada  5,0.7680623
mylanta extra comprimidos masticables  24,loreme  antigripal comprimidos  24,0.9290775
mylanta extra comprimidos masticables  24,nateglin 30 miligramos comprimidos  24,0.81354547
mylanta extra comprimidos masticables  24,nateglin 90 miligramos comprimidos  24,0.8121474
mylanta extra expendedor comprimidos masticables  96,plenovit magnesioc comprimidos  60,0.74312496
mylanta extra expendedor comprimidos masticables  96,plenovit melatonina comprimidos  30,0.74288553
mylanta extra expendedor comprimidos masticables  96,plenovit magnesioc comprimidos  30,0.74191964
mylanta tabletas frutilla comprimidos masticables  96,plenovit melatonina comprimidos  30,0.7583162
mylanta tabletas frutilla comprimidos masticables  96,rudoxil crema 80 miligramos capsulas  28,0.75656074
mylanta tabletas frutilla comprimidos masticables  96,rudoxil crema 40 miligramos capsulas  28,0.75516874
mylanta tabletas frutilla sabor frutilla estuche  24,loreme  antigripal comprimidos  24,0.9090093
mylanta tabletas frutilla sabor frutilla estuche  24,plenovit vitamina c 1000 miligramos compmast  24,0.8180662
mylanta tabletas frutilla sabor frutilla estuche  24,nateglin 30 miligramos comprimidos  24,0.7994018
mylanta tabletas limon comprimidos masticables  96,teosona solucion comprimidos  30,0.76214117
mylanta tabletas limon comprimidos masticables  96,teosona solucion comprimidos  15,0.7617313
mylanta tabletas limon comprimidos masticables  96,plenovit melatonina comprimidos  30,0.76028365
mylanta tabletas limon sabor limn estuche  24,loreme  antigripal comprimidos  24,0.9168721
mylanta tabletas limon sabor limn estuche  24,plenovit vitamina c 1000 miligramos compmast  24,0.82360506
mylanta tabletas limon sabor limn estuche  24,nateglin 30 miligramos comprimidos  24,0.8046735
mylanta tabletas menta comprimidos masticables  96,acotral 10 miligramos comprimidos  30,0.7553815
mylanta tabletas menta comprimidos masticables  96,acotral 10 miligramos comprimidos  20,0.75486815
mylanta tabletas menta comprimidos masticables  96,teosona solucion comprimidos  30,0.75456554
mylanta tabletas menta sabor menta estuche  24,loreme  antigripal comprimidos  24,0.89580566
mylanta tabletas menta sabor menta estuche  24,plenovit vitamina c 1000 miligramos compmast  24,0.8211161
mylanta tabletas menta sabor menta estuche  24,nateglin 30 miligramos comprimidos  24,0.79295784
nefazan 75 miligramos  15 comprimidos rec,nefazan 75 miligramos comprimidos  60,0.8853931
nefazan 75 miligramos  15 comprimidos rec,pioglit 15 miligramos comprimidos  30,0.8727229
nefazan 75 miligramos  15 comprimidos rec,pioglit 15 miligramos comprimidos  15,0.8712748
nefazan 75 miligramos  30 comprimidos rec,nefazan 75 miligramos comprimidos  60,0.8833292
nefazan 75 miligramos  30 comprimidos rec,pioglit 30 miligramos comprimidos  30,0.87346643
nefazan 75 miligramos  30 comprimidos rec,pioglit 30 miligramos comprimidos  15,0.8724733
nematel 400 miligramos comprimidos masticables  3,palite  400 miligramos comprimidos  5,0.8704633
nematel 400 miligramos comprimidos masticables  3,ibuprofeni  mujer 400 miligramos comprimidos  10,0.8660022
nematel 400 miligramos comprimidos masticables  3,ibuprofeni  400 miligramos comprimidos  20,0.85660726
nematel 400 miligramos comprimidos masticables  6,palite  400 miligramos comprimidos  5,0.8689598
nematel 400 miligramos comprimidos masticables  6,ibuprofeni  mujer 400 miligramos comprimidos  10,0.86467993
nematel 400 miligramos comprimidos masticables  6,ibuprofeni  400 miligramos comprimidos  20,0.8557028
nematel 400 miligramos comprimidos  6,palite  400 miligramos comprimidos  5,0.8841552
nematel 400 miligramos comprimidos  6,ibuprofeni  mujer 400 miligramos comprimidos  10,0.87400085
nematel 400 miligramos comprimidos  6,ibuprofeni  400 miligramos comprimidos  20,0.87050587
netunal susp frutas frasco  200 mililitros,pervino  quirurgico envase  200 mililitros,0.9492494
netunal susp frutas frasco  200 mililitros,teosona fuerte jarabe  200 mililitros,0.90661156
netunal susp frutas frasco  200 mililitros,pervino  jabliq  200 mililitros,0.9037621
neumoterol 200 microgramo  120 capsulas saplic,neumoterol pediatrico capsulas  120 saplicador,0.8700884
neumoterol 200 microgramo  120 capsulas saplic,neumoterol pediatrico capsulas  120 aplic,0.86455095
neumoterol 200 microgramo  120 capsulas saplic,neumote  nasal ped 50 microgramo spray  200 dosis,0.8590806
neumoterol 200 microgramo  120 capsulas caplic,neumoterol pediatrico capsulas  120 saplicador,0.86753124
neumoterol 200 microgramo  120 capsulas caplic,neumoterol pediatrico capsulas  120 aplic,0.86476594
neumoterol 200 microgramo  120 capsulas caplic,neumote  nasal ped 50 microgramo spray  200 dosis,0.8617199
neumoterol 200 microgramo  60 capsulas saplic,didapho 200 miligramos capsulas  60,0.9527527
neumoterol 200 microgramo  60 capsulas saplic,neumotide capsulas 50050 microgramo capsulas  60 apl,0.8695057
neumoterol 200 microgramo  60 capsulas saplic,neumoterol pediatrico capsulas  60 saplicador,0.8693715
neumoterol 200 microgramo  60 capsulas caplic,didapho 200 miligramos capsulas  60,0.9538554
neumoterol 200 microgramo  60 capsulas caplic,neumotide capsulas 50050 microgramo capsulas  60 apl,0.86747545
neumoterol 200 microgramo  60 capsulas caplic,neumoterol pediatrico capsulas  60 saplicador,0.86691487
neumoterol 400 microgramo  60 capsulas caplic,neumoterol pediatrico capsulas  60 saplicador,0.86806524
neumoterol 400 microgramo  60 capsulas caplic,neumotide capsulas 50050 microgramo capsulas  60 apl,0.8677874
neumoterol 400 microgramo  60 capsulas caplic,neumotide capsulas 25050 microgramo capsulas  60 apl,0.8671396
neumoterol aerosol 160 45 microgramo aer  120 dosis,rinisona bronquial 250 microgramo aer  120 dosis,0.8373645
neumoterol aerosol 160 45 microgramo aer  120 dosis,rinisona bronquial 125 microgramo aer  120 dosis,0.83721364
neumoterol aerosol 160 45 microgramo aer  120 dosis,rinisona bronquial 50 microgramo aer  120 dosis,0.8367583
neumoterol aerosol 80 45 microgramo aer  120 dosis,rinisona bronquial 125 microgramo aer  120 dosis,0.83987886
neumoterol aerosol 80 45 microgramo aer  120 dosis,rinisona bronquial 250 microgramo aer  120 dosis,0.8398366
neumoterol aerosol 80 45 microgramo aer  120 dosis,rinisona bronquial 50 microgramo aer  120 dosis,0.83963966
neumote  bronq forte aerosol  100 dosis 400 microgramo,neumote  nasal ped 50 microgramo spray  100 dosis,0.8699132
neumote  bronq forte aerosol  100 dosis 400 microgramo,neumote  nasal spray  100 dosis,0.864512
neumote  bronq forte aerosol  100 dosis 400 microgramo,neumote  100 capspinhalar  60,0.8382408
neumote  bronquial 200 microgramo  100 dosis caeroc,dexa aminofilin 200 miligramos jarabe  100 mililitros,0.928016
neumote  bronquial 200 microgramo  100 dosis caeroc,neumote  nasal ped 50 microgramo spray  100 dosis,0.8661666
neumote  bronquial 200 microgramo  100 dosis caeroc,neumote  nasal ped 50 microgramo spray  200 dosis,0.8654484
neumote  bronquial aerosol  100 dosis 200 microgramo,dexa aminofilin 200 miligramos jarabe  100 mililitros,0.9114027
neumote  bronquial aerosol  100 dosis 200 microgramo,neumote  nasal ped 50 microgramo spray  200 dosis,0.87198126
neumote  bronquial aerosol  100 dosis 200 microgramo,neumote  nasal ped 50 microgramo spray  100 dosis,0.87074244
neumote  bronquial aerosol  200 dosis 200 microgramo,neumote  nasal ped 50 microgramo spray  200 dosis,0.8718908
neumote  bronquial aerosol  200 dosis 200 microgramo,ventoplus aerosol 45 microgramo dosis  200,0.87020475
neumote  bronquial aerosol  200 dosis 200 microgramo,ventoplus aerosol 45 microgramo dosis  200 caeroc,0.86961615
neumote  bronquial pediatrico  200 d caeroc,pervino  quirurgico envase  200 mililitros,0.9458396
neumote  bronquial pediatrico  200 d caeroc,teosona fuerte jarabe  200 mililitros,0.92433393
neumote  bronquial pediatrico  200 d caeroc,pervino  soltpica  200 mililitros,0.91834056
neumote  bronquial pediatrico  200 dosis 50 microgramo,neumote  nasal ped 50 microgramo spray  200 dosis,0.96222544
neumote  bronquial pediatrico  200 dosis 50 microgramo,teosona 200 miligramos dividosis comprimidos  50,0.93448865
neumote  bronquial pediatrico  200 dosis 50 microgramo,rinisona bronquial 50 microgramo aer  120 dosis,0.8640047
neumote  capsulas 200 microgramo capsulas pinhal  60,didapho 200 miligramos capsulas  60,0.95103896
neumote  capsulas 200 microgramo capsulas pinhal  60,neumotide capsulas 25050 microgramo capsulas  60 apl,0.88141453
neumote  capsulas 200 microgramo capsulas pinhal  60,neumotide capsulas 50050 microgramo capsulas  60 apl,0.88134456
neumote  capsulas 400 microgramo cpas pinhal  60,neumotide capsulas 10050 microgramo capsulas  60 apl,0.8775559
neumote  capsulas 400 microgramo cpas pinhal  60,neumotide capsulas 25050 microgramo capsulas  60 apl,0.8771994
neumote  capsulas 400 microgramo cpas pinhal  60,neumotide capsulas 50050 microgramo capsulas  60 apl,0.877099
neumote  nasal aerosol  200 dosis 50 microgramo,neumote  nasal ped 50 microgramo spray  200 dosis,0.97665936
neumote  nasal aerosol  200 dosis 50 microgramo,teosona 200 miligramos dividosis comprimidos  50,0.8855606
neumote  nasal aerosol  200 dosis 50 microgramo,neumote  nasal spray  200 dosis,0.87627536
neumote  nebu  20 mililitros,neumote  nebu envase  20 mililitros,0.9835486
neumote  nebu  20 mililitros,cenacert susp  20 mililitros,0.9485017
neumote  nebu  20 mililitros,causalon pedgts  20 mililitros,0.9464437
neumotide 12525 microgramo  120 d caeroc,rinisona bronquial 125 microgramo aer  120 dosis,0.86627954
neumotide 12525 microgramo  120 d caeroc,rinisona bronquial 250 microgramo aer  120 dosis,0.86553466
neumotide 12525 microgramo  120 d caeroc,rinisona bronquial 50 microgramo aer  120 dosis,0.8629707
neumotide 25050  60 c ap,neumotide capsulas 25050 microgramo capsulas  60 apl,0.94305164
neumotide 25050  60 c ap,neumotide capsulas 10050 microgramo capsulas  60 apl,0.84297127
neumotide 25050  60 c ap,neumotide capsulas 50050 microgramo capsulas  60 apl,0.84101915
neumotide 50050  60 c ap,neumotide capsulas 50050 microgramo capsulas  60 apl,0.9389189
neumotide 50050  60 c ap,neumotide capsulas 10050 microgramo capsulas  60 apl,0.8399952
neumotide 50050  60 c ap,neumotide capsulas 25050 microgramo capsulas  60 apl,0.8386505
neumotide aerosol 12525 microgramo  120 d,rinisona bronquial 125 microgramo aer  120 dosis,0.84908545
neumotide aerosol 12525 microgramo  120 d,rinisona bronquial 250 microgramo aer  120 dosis,0.84840095
neumotide aerosol 12525 microgramo  120 d,rinisona bronquial 50 microgramo aer  120 dosis,0.84779894
neumotide aerosol 25025 microgramo  120 d,rinisona bronquial 250 microgramo aer  120 dosis,0.8471128
